Analysis,ENA run,Sample
MGYA00151515,ERZ475207,ERS667498
MGYA00520853,ERZ1027305,ERS1289859
MGYA00249081,ERZ650336,SRS1593761
MGYA00582503,ERZ1741291,ERS667509
MGYA00510685,ERZ859401,ERS1972337
MGYA00248481,ERZ534204,SRS1593799
MGYA00587073,ERZ2772509,ERS489084
MGYA00151580,ERZ475165,ERS667622
MGYA00587836,ERZ2944690,SRS837590
MGYA00587057,ERZ2772598,ERS489257
MGYA00580173,ERZ1673769,SRS1338844
MGYA00249089,ERZ650331,SRS1593761
MGYA00248551,ERZ534009,SRS2911439
MGYA00367723,ERZ842013,ERS490714
MGYA00593339,ERZ4200911,SRS1525422
MGYA00248476,ERZ534199,SRS1593799
MGYA00136668,ERZ475133,ERS667582
MGYA00237992,ERZ584603,SRS1593802
MGYA00585779,ERZ2439520,SRS2329654
MGYA00585631,ERZ2484272,SRS468466
MGYA00345667,ERZ802855,ERS1871410
MGYA00593267,ERZ4201032,SRS1525503
MGYA00589027,ERZ842040,ERS492733
MGYA00249858,ERZ767071,SRS2138913
MGYA00520885,ERZ1022750,SRS3499081
MGYA00136652,ERZ475240,ERS667544
MGYA00590495,ERZ841280,ERS491874
MGYA00367662,ERZ841423,ERS492680
MGYA00593362,ERZ4200967,SRS1528123
MGYA00367610,ERZ840593,ERS488486
MGYA00248627,ERZ508539,SRS1615317
MGYA00587054,ERZ2772635,ERS490900
MGYA00590359,ERZ3820723,ERS2285881
MGYA00520643,ERZ1034503,ERS2597641
MGYA00367702,ERZ841842,ERS489315
MGYA00581067,ERZ1669374,SRS1589167
MGYA00367622,ERZ840932,ERS491980
MGYA00583179,ERZ1749177,ERS1568999
MGYA00151576,ERZ475170,ERS667628
MGYA00590515,ERZ841315,ERS492680
MGYA00583278,ERZ1749163,ERS1569000
MGYA00581061,ERZ1691583,ERS4846752
MGYA00004378,ERR700168,ERS627871
MGYA00589055,ERZ832020,ERS488714
MGYA00136623,ERZ475158,ERS667616
MGYA00136638,ERZ475255,ERS667562
MGYA00248778,ERZ505127,SRS604115
MGYA00587799,ERZ2944881,SRS841948
MGYA00367654,ERZ841379,ERS489917
MGYA00151561,ERZ475214,ERS667509
MGYA00510719,ERZ484631,ERS1972366
MGYA00590365,ERZ3820722,ERS2285885
MGYA00521306,ERZ807366,SRS976488
MGYA00587048,ERZ2772515,ERS489084
MGYA00151487,ERZ475149,ERS667600
MGYA00248484,ERZ534207,SRS1593799
MGYA00510820,ERZ859160,ERS1568992
MGYA00250106,ERZ650184,SRS1254544
MGYA00582446,ERZ1741358,ERS667595
MGYA00510653,ERZ859351,ERS1568988
MGYA00520973,ERZ1022825,SRS3540779
MGYA00593328,ERZ4200924,SRS1525416
MGYA00582437,ERZ1741225,ERS667627
MGYA00589060,ERZ833786,ERS490029
MGYA00249075,ERZ650324,SRS1593761
MGYA00540112,ERZ859200,ERS1568980
MGYA00248588,ERZ508620,SRS1593760
MGYA00345650,ERZ802824,ERS1871379
MGYA00510788,ERZ1756812,ERS1568997
MGYA00367601,ERZ840554,ERS490065
MGYA00593233,ERZ4201034,SRS1525496
MGYA00375871,ERZ724577,SRS794574
MGYA00590493,ERZ841426,ERS488599
MGYA00510809,ERZ1756853,ERS1972329
MGYA00583268,ERZ1749150,ERS1972316
MGYA00375860,ERZ724566,SRS794578
MGYA00587803,ERZ2945021,SRS1872836
MGYA00593315,ERZ4200977,SRS1528203
MGYA00136700,ERZ475242,ERS667549
MGYA00590366,ERZ3820745,SRS1854600
MGYA00590542,ERZ840593,ERS488486
MGYA00248538,ERZ534178,SRS1593764
MGYA00593111,ERZ836958,ERS489585
MGYA00593258,ERZ4200991,SRS1529107
MGYA00345679,ERZ806362,ERS1871378
MGYA00248475,ERZ534198,SRS1593799
MGYA00375647,ERZ795400,SRS2304775
MGYA00582524,ERZ1741268,ERS667572
MGYA00582525,ERZ1741267,ERS667553
MGYA00520645,ERZ1034495,ERS2597637
MGYA00587790,ERZ2944627,SRS565995
MGYA00367558,ERZ834897,ERS492863
MGYA00521265,ERZ890510,ERS2026566
MGYA00581075,ERZ1669412,DRS082838
MGYA00587022,ERZ2772637,ERS492748
MGYA00151581,ERZ475128,ERS667576
MGYA00520713,ERZ1034525,ERS2597653
MGYA00367591,ERZ839901,ERS491804
MGYA00582485,ERZ1741301,ERS667660
MGYA00589558,ERZ2944859,SRS1776191
MGYA00136670,ERZ475189,ERS667479
MGYA00510787,ERZ1756816,ERS1568992
MGYA00585809,ERZ2438316,SRS2329704
MGYA00589070,ERZ1756908,ERS1972315
MGYA00590682,ERZ3792510,ERS4023175
MGYA00237968,ERZ584549,SRS1593766
MGYA00583238,ERZ1749208,ERS1972402
MGYA00592933,ERZ3421849,ERS1308540
MGYA00586697,ERZ2098913,ERS5917446
MGYA00582462,ERZ1741339,ERS667618
MGYA00582484,ERZ1741308,ERS667634
MGYA00510661,ERZ1756891,ERS1176149
MGYA00151473,ERZ475217,ERS667653
MGYA00151552,ERZ475148,ERS667599
MGYA00587798,ERZ2944903,SRS1776182
MGYA00250109,ERZ650190,SRS1254542
MGYA00593248,ERZ4200997,SRS1529112
MGYA00238102,ERZ650661,SRS1593877
MGYA00590492,ERZ841467,ERS488545
MGYA00510675,ERZ1756907,ERS1972314
MGYA00593015,ERZ843003,ERS494488
MGYA00367620,ERZ840905,ERS489074
MGYA00238036,ERZ584618,SRS1593806
MGYA00593016,ERZ834839,ERS493670
MGYA00151508,ERZ475220,ERS667518
MGYA00510674,ERZ1756821,ERS1972349
MGYA00593245,ERZ4201022,SRS1525485
MGYA00510840,ERZ1756896,ERS1972376
MGYA00585784,ERZ2438959,SRS2329670
MGYA00583185,ERZ1749135,ERS1972431
MGYA00136687,ERZ475202,ERS667651
MGYA00593323,ERZ4200940,SRS1531593
MGYA00585795,ERZ2438999,SRS2329667
MGYA00510742,ERZ859465,ERS1972372
MGYA00238045,ERZ584635,SRS1593806
MGYA00521074,ERZ888077,ERS2026549
MGYA00590566,ERZ841738,ERS493705
MGYA00004391,ERR700181,ERS627861
MGYA00589052,ERZ829061,ERS478040
MGYA00237877,ERZ529326,SRS1557871
MGYA00593723,ERZ505238,SRS1589205
MGYA00593752,ERZ508524,SRS1589410
MGYA00520562,ERZ1034551,ERS2597662
MGYA00510696,ERZ859526,ERS1972409
MGYA00585789,ERZ2438635,SRS2329684
MGYA00375662,ERZ781237,SRS2138869
MGYA00136741,ERZ475219,ERS667517
MGYA00582543,ERZ1741317,ERS667518
MGYA00582445,ERZ1741362,ERS667603
MGYA00510841,ERZ484609,ERS1972365
MGYA00590477,ERZ829332,ERS491001
MGYA00367586,ERZ839331,ERS489315
MGYA00582502,ERZ1741292,ERS667565
MGYA00248556,ERZ529322,SRS1490835
MGYA00248488,ERZ534211,SRS1593799
MGYA00590496,ERZ841566,ERS492888
MGYA00583205,ERZ1749098,ERS1972394
MGYA00510773,ERZ484722,ERS1176158
MGYA00151478,ERZ475138,ERS667589
MGYA00587103,ERZ2772627,ERS491930
MGYA00583296,ERZ1748953,ERS1972321
MGYA00136628,ERZ475127,ERS667575
MGYA00521253,ERZ807362,SRS976583
MGYA00136646,ERZ475230,ERS667533
MGYA00367616,ERZ840857,ERS488621
MGYA00238053,ERZ584631,SRS1593806
MGYA00580182,ERZ1673756,SRS1338816
MGYA00593348,ERZ4200898,SRS1525406
MGYA00593018,ERZ839733,ERS490002
MGYA00367747,ERZ842953,ERS492357
MGYA00590564,ERZ840559,ERS490885
MGYA00510648,ERZ859407,ERS1972339
MGYA00237978,ERZ584532,SRS1593766
MGYA00521034,ERZ1022753,SRS3499082
MGYA00587046,ERZ2772552,ERS488448
MGYA00590448,ERZ841884,ERS493300
MGYA00593747,ERZ505283,SRS1589392
MGYA00582479,ERZ1741321,ERS667598
MGYA00580175,ERZ1673764,SRS1338831
MGYA00375053,ERZ781361,SRS1946615
MGYA00587068,ERZ2772531,ERS489059
MGYA00587092,ERZ2772554,ERS488836
MGYA00587830,ERZ2944670,SRS840071
MGYA00136734,ERZ475122,ERS667567
MGYA00521021,ERZ807363,SRS976582
MGYA00510680,ERZ859483,ERS1972386
MGYA00367578,ERZ838418,ERS489043
MGYA00151499,ERZ475154,ERS667604
MGYA00151551,ERZ475185,ERS667648
MGYA00590524,ERZ838379,ERS490542
MGYA00580191,ERZ1684501,SRS2907353
MGYA00367703,ERZ841863,ERS489529
MGYA00136693,ERZ475155,ERS667606
MGYA00249077,ERZ650328,SRS1593761
MGYA00590561,ERZ841028,ERS492177
MGYA00587834,ERZ2944672,SRS837501
MGYA00582537,ERZ1741248,ERS667659
MGYA00583184,ERZ1749144,ERS1568981
MGYA00510842,ERZ1756871,ERS1568983
MGYA00521194,ERZ888984,ERS2026559
MGYA00238066,ERZ650152,ERS1869126
MGYA00593235,ERZ4201024,SRS1525479
MGYA00583249,ERZ1749045,ERS1568990
MGYA00004401,ERR700191,ERS627841
MGYA00575350,ERZ1645189,SRS4570483
MGYA00521173,ERZ887991,ERS2026548
MGYA00375700,ERZ795113,SRS2484912
MGYA00583224,ERZ1749258,ERS1568968
MGYA00590499,ERZ841404,ERS488509
MGYA00510838,ERZ1756898,ERS1568981
MGYA00520577,ERZ1034561,ERS2597667
MGYA00248779,ERZ505129,SRS605296
MGYA00585632,ERZ2484278,SRS468467
MGYA00248458,ERZ584576,SRS1593800
MGYA00590441,ERZ841934,ERS490597
MGYA00238001,ERZ584589,SRS1593802
MGYA00238010,ERZ584588,SRS1593802
MGYA00579297,ERZ1669247,SRS2704733
MGYA00590457,ERZ841895,ERS488714
MGYA00238059,ERZ584645,SRS1593806
MGYA00593253,ERZ4201006,SRS1525460
MGYA00585816,ERZ2438138,SRS2329714
MGYA00593303,ERZ4200903,SRS1525410
MGYA00590855,ERZ2610358,ERS5835139
MGYA00587789,ERZ2944824,SRS577850
MGYA00593137,ERZ836337,ERS492680
MGYA00580165,ERZ1673793,SRS1338848
MGYA00367562,ERZ835625,ERS492642
MGYA00375858,ERZ724564,SRS794644
MGYA00237991,ERZ584558,SRS1593766
MGYA00248467,ERZ534190,SRS1593799
MGYA00237962,ERZ584537,SRS1593766
MGYA00520599,ERZ1034517,ERS2597649
MGYA00248569,ERZ508611,SRS1593760
MGYA00510673,ERZ1756822,ERS1972347
MGYA00581734,ERZ1740070,SRS1401926
MGYA00237795,ERZ508531,SRS1589502
MGYA00582563,ERZ1741234,ERS667556
MGYA00581752,ERZ1740069,SRS1401932
MGYA00521041,ERZ890810,ERS2026569
MGYA00510826,ERZ1756894,ERS1972330
MGYA00248609,ERZ508651,SRS1593760
MGYA00136641,ERZ475205,ERS667496
MGYA00248611,ERZ508654,SRS1593760
MGYA00375593,ERZ795123,SRS2823415
MGYA00094033,ERZ373585,ERS1482078
MGYA00238111,ERZ650658,SRS1593877
MGYA00151543,ERZ475127,ERS667575
MGYA00580132,ERZ1673784,SRS1338842
MGYA00514129,ERZ1742291,SRS1616298
MGYA00367744,ERZ842407,ERS492445
MGYA00590570,ERZ829562,ERS490230
MGYA00367693,ERZ841744,ERS490265
MGYA00367577,ERZ838379,ERS490542
MGYA00582555,ERZ1741242,ERS667544
MGYA00345675,ERZ806357,ERS1871371
MGYA00594148,ERZ1284147,SRS4558641
MGYA00151529,ERZ475200,ERS667490
MGYA00510779,ERZ1756809,ERS1569004
MGYA00510630,ERZ859448,ERS1972357
MGYA00367518,ERZ829058,ERS478040
MGYA00581076,ERZ1669411,DRS082834
MGYA00593133,ERZ838136,ERS491110
MGYA00151524,ERZ475135,ERS667585
MGYA00367671,ERZ841464,ERS490433
MGYA00583220,ERZ1749269,ERS1972382
MGYA00587021,ERZ2772642,ERS491123
MGYA00589031,ERZ842061,ERS492863
MGYA00237981,ERZ584538,SRS1593766
MGYA00593282,ERZ4200960,SRS1528053
MGYA00237972,ERZ584557,SRS1593766
MGYA00585797,ERZ2438688,SRS2329683
MGYA00593332,ERZ4200920,SRS1525428
MGYA00593365,ERZ4200966,SRS1528125
MGYA00136643,ERZ475261,ERS702154
MGYA00590494,ERZ841394,ERS488346
MGYA00367686,ERZ841659,ERS491699
MGYA00585793,ERZ2439687,SRS2329647
MGYA00248580,ERZ508635,SRS1593760
MGYA00590854,ERZ2610362,ERS5835108
MGYA00593117,ERZ839268,ERS490085
MGYA00375698,ERZ795111,SRS2484921
MGYA00520563,ERZ1034528,ERS2597654
MGYA00585790,ERZ2438634,SRS2329682
MGYA00582469,ERZ1741336,ERS667622
MGYA00589074,ERZ484643,ERS1972364
MGYA00367656,ERZ841384,ERS491044
MGYA00136669,ERZ475163,ERS667620
MGYA00520858,ERZ1027155,DRS040278
MGYA00151501,ERZ475231,ERS667534
MGYA00139962,ERZ1756881,ERS1568979
MGYA00367545,ERZ833197,ERS490002
MGYA00593335,ERZ4200916,SRS1525417
MGYA00248769,ERZ505139,SRS717668
MGYA00593321,ERZ4200945,SRS1531596
MGYA00583181,ERZ1749167,ERS1972362
MGYA00590449,ERZ841976,ERS493705
MGYA00136612,ERZ475228,ERS667654
MGYA00592943,ERZ3421831,ERS1308500
MGYA00583070,ERZ1757565,SRS000357
MGYA00590670,ERZ3792523,ERS4023169
MGYA00248597,ERZ508639,SRS1593760
MGYA00248535,ERZ534175,SRS1593764
MGYA00582515,ERZ1741279,ERS667582
MGYA00581750,ERZ1740052,SRS1401927
MGYA00590466,ERZ841881,ERS489087
MGYA00004394,ERR700184,ERS627858
MGYA00593006,ERZ3422068,ERS1309450
MGYA00593283,ERZ4200958,SRS1528064
MGYA00592971,ERZ3421825,ERS1309617
MGYA00367705,ERZ841881,ERS489087
MGYA00582494,ERZ1741300,ERS667567
MGYA00151527,ERZ475223,ERS667521
MGYA00585801,ERZ2438567,SRS2329685
MGYA00367684,ERZ841645,ERS492145
MGYA00136691,ERZ475250,ERS667557
MGYA00136740,ERZ475207,ERS667498
MGYA00521061,ERZ807350,SRS976597
MGYA00590371,ERZ3820737,SRS645468
MGYA00136709,ERZ475145,ERS667596
MGYA00367670,ERZ841462,ERS491095
MGYA00590536,ERZ840905,ERS489074
MGYA00510772,ERZ859075,ERS1176149
MGYA00510687,ERZ859348,ERS1568989
MGYA00004380,ERR700170,ERS627833
MGYA00594105,ERZ3823122,SRS2139159
MGYA00136627,ERZ475149,ERS667600
MGYA00593297,ERZ4200989,SRS1529108
MGYA00582461,ERZ1741340,ERS667638
MGYA00367640,ERZ841154,ERS489043
MGYA00583281,ERZ1749153,ERS1972430
MGYA00151591,ERZ475208,ERS667499
MGYA00583312,ERZ859075,ERS1176149
MGYA00593716,ERZ505221,SRS1589116
MGYA00248720,ERZ505370,SRS1967626
MGYA00248469,ERZ534192,SRS1593799
MGYA00590444,ERZ842116,ERS491836
MGYA00250084,ERZ650200,SRS2339554
MGYA00367533,ERZ830869,ERS492778
MGYA00587785,ERZ2944984,SRS837592
MGYA00367692,ERZ841741,ERS491980
MGYA00585822,ERZ2437682,SRS2329739
MGYA00593777,ERZ3823214,SRS2139188
MGYA00367628,ERZ840995,ERS488599
MGYA00367714,ERZ841958,ERS489917
MGYA00587037,ERZ2772547,ERS489113
MGYA00237880,ERZ529332,SRS1648183
MGYA00510697,ERZ859504,ERS1972402
MGYA00585825,ERZ2437940,SRS2329728
MGYA00521158,ERZ1022813,SRS3540827
MGYA00587828,ERZ2944758,SRS1872837
MGYA00583196,ERZ1749295,ERS1176152
MGYA00510655,ERZ859311,ERS1568972
MGYA00367581,ERZ838778,ERS492264
MGYA00367608,ERZ840589,ERS488569
MGYA00248450,ERZ584560,SRS1593800
MGYA00581510,ERZ1699653,ERS4382429
MGYA00587832,ERZ2944831,SRS1776193
MGYA00593774,ERZ3823166,SRS2139176
MGYA00248472,ERZ534195,SRS1593799
MGYA00583218,ERZ1749277,ERS1972330
MGYA00593238,ERZ4201005,SRS1525465
MGYA00520598,ERZ1034535,ERS2597656
MGYA00587098,ERZ2772496,ERS490053
MGYA00250093,ERZ650205,SRS2339545
MGYA00583204,ERZ1749113,ERS1972415
MGYA00375050,ERZ781358,SRS1616284
MGYA00136650,ERZ475176,ERS667665
MGYA00248792,ERZ505134,SRS604137
MGYA00581492,ERZ1694531,ERS1030539
MGYA00587793,ERZ2945096,SRS582491
MGYA00592914,ERZ3421835,ERS1309617
MGYA00375664,ERZ781239,SRS2138869
MGYA00136622,ERZ475181,ERS667644
MGYA00367651,ERZ841322,ERS491767
MGYA00510814,ERZ1756875,ERS1972350
MGYA00593762,ERZ508531,SRS1589502
MGYA00367708,ERZ841907,ERS490183
MGYA00250097,ERZ650218,SRS2339532
MGYA00510623,ERZ859528,ERS1972410
MGYA00582455,ERZ1741348,ERS667594
MGYA00593232,ERZ4200994,SRS1529111
MGYA00248613,ERZ508655,SRS1593760
MGYA00510790,ERZ484689,ERS1569000
MGYA00521171,ERZ890879,ERS2026570
MGYA00521031,ERZ1022823,SRS3540783
MGYA00248723,ERZ505376,SRS1967629
MGYA00237994,ERZ584607,SRS1593802
MGYA00510621,ERZ859549,ERS1972431
MGYA00590497,ERZ841475,ERS490163
MGYA00582498,ERZ1741295,ERS667537
MGYA00593341,ERZ4200908,SRS1525405
MGYA00587050,ERZ2772540,ERS490204
MGYA00237998,ERZ584615,SRS1593802
MGYA00367678,ERZ841497,ERS489727
MGYA00136713,ERZ475245,ERS667552
MGYA00151486,ERZ475258,ERS667565
MGYA00583197,ERZ1749290,ERS1972363
MGYA00593338,ERZ4200913,SRS1525427
MGYA00510746,ERZ859443,ERS1972354
MGYA00510789,ERZ1756878,ERS1569008
MGYA00590546,ERZ841410,ERS487936
MGYA00590519,ERZ840537,ERS493098
MGYA00580187,ERZ1673773,SRS1338813
MGYA00151500,ERZ475190,ERS667480
MGYA00582532,ERZ1741259,ERS667481
MGYA00593291,ERZ4200983,SRS1528457
MGYA00004390,ERR700180,ERS627859
MGYA00238024,ERZ584637,SRS1593806
MGYA00593325,ERZ4200936,SRS1525904
MGYA00582558,ERZ1741239,ERS667536
MGYA00581080,ERZ1669402,DRS082837
MGYA00580172,ERZ1673770,SRS1338850
MGYA00510731,ERZ1756884,ERS1568963
MGYA00521071,ERZ1022839,SRS3540789
MGYA00238110,ERZ650656,SRS1593877
MGYA00250091,ERZ650201,SRS2339550
MGYA00590548,ERZ841139,ERS492471
MGYA00375049,ERZ781357,SRS1616280
MGYA00592921,ERZ3421922,ERS1309076
MGYA00593709,ERZ505214,SRS1589006
MGYA00248526,ERZ534158,SRS1593764
MGYA00583258,ERZ1749019,ERS1972428
MGYA00151578,ERZ475257,ERS667564
MGYA00593423,ERZ3898262,SRS8080645
MGYA00585835,ERZ2439254,SRS2329660
MGYA00583330,ERZ1756886,ERS1972337
MGYA00248600,ERZ508642,SRS1593760
MGYA00004364,ERR700154,ERS627835
MGYA00367754,ERZ856576,ERS490928
MGYA00510620,ERZ859461,ERS1972369
MGYA00593317,ERZ4200927,SRS1525412
MGYA00248591,ERZ508626,SRS1593760
MGYA00593168,ERZ4291122,SRS7098386
MGYA00367698,ERZ841818,ERS488621
MGYA00136683,ERZ475218,ERS667652
MGYA00367627,ERZ840991,ERS493822
MGYA00151534,ERZ475156,ERS667608
MGYA00510738,ERZ859497,ERS1972397
MGYA00238096,ERZ650647,SRS1593877
MGYA00593240,ERZ4201025,SRS1525489
MGYA00583336,ERZ1756881,ERS1568979
MGYA00354808,ERZ841144,ERS2876945
MGYA00375645,ERZ795398,SRS2304775
MGYA00521006,ERZ890044,ERS2026562
MGYA00345648,ERZ802821,ERS1871375
MGYA00582442,ERZ1741359,ERS667629
MGYA00136667,ERZ475172,ERS667630
MGYA00593261,ERZ4200959,SRS1528051
MGYA00248470,ERZ534193,SRS1593799
MGYA00580122,ERZ1673966,ERS223618
MGYA00587072,ERZ2772516,ERS491063
MGYA00136739,ERZ475233,ERS667655
MGYA00136619,ERZ475225,ERS667523
MGYA00248936,ERZ651129,SRS1593757
MGYA00590379,ERZ3820742,SRS1854601
MGYA00589546,ERZ2945103,SRS836421
MGYA00074858,ERZ330090,ERS1289676
MGYA00580164,ERZ1673794,SRS1338812
MGYA00510785,ERZ1756910,ERS1568991
MGYA00510628,ERZ859467,ERS1972373
MGYA00375699,ERZ795112,SRS2484911
MGYA00593757,ERZ508527,SRS1589483
MGYA00589020,ERZ842120,ERS490265
MGYA00367629,ERZ841001,ERS488769
MGYA00592998,ERZ3421490,ERS1308437
MGYA00590674,ERZ3792514,ERS4023171
MGYA00590481,ERZ841618,ERS488569
MGYA00375869,ERZ724575,SRS794524
MGYA00590576,ERZ856576,ERS490928
MGYA00587015,ERZ2772594,ERS488636
MGYA00593329,ERZ4200923,SRS1525435
MGYA00510686,ERZ859363,ERS1972313
MGYA00237870,ERZ529317,SRS730398
MGYA00248926,ERZ651140,SRS1593757
MGYA00582472,ERZ1741332,ERS667482
MGYA00583285,ERZ1748993,ERS1176147
MGYA00590538,ERZ840995,ERS488599
MGYA00367589,ERZ839685,ERS490659
MGYA00589081,ERZ1756832,ERS1568971
MGYA00581065,ERZ1669372,SRS1589161
MGYA00510800,ERZ1756865,ERS1972417
MGYA00580177,ERZ1673761,SRS1338849
MGYA00587063,ERZ2772559,ERS478007
MGYA00594110,ERZ4537028,ERS6153775
MGYA00510776,ERZ1756827,ERS1176148
MGYA00248456,ERZ584572,SRS1593800
MGYA00587089,ERZ2772572,ERS488813
MGYA00510688,ERZ859329,ERS1568969
MGYA00367593,ERZ840062,ERS489846
MGYA00587784,ERZ2945045,SRS1776202
MGYA00593319,ERZ4200975,SRS1528169
MGYA00248527,ERZ534160,SRS1593764
MGYA00248487,ERZ534210,SRS1593799
MGYA00593229,ERZ4201029,SRS1525494
MGYA00250104,ERZ650191,SRS1254551
MGYA00367634,ERZ841112,ERS492205
MGYA00248510,ERZ534155,SRS1593764
MGYA00590487,ERZ842407,ERS492445
MGYA00593719,ERZ505227,SRS1589175
MGYA00589033,ERZ842008,ERS492778
MGYA00582433,ERZ1741322,ERS667503
MGYA00249073,ERZ650320,SRS1593761
MGYA00249080,ERZ650334,SRS1593761
MGYA00593140,ERZ837885,ERS492012
MGYA00345677,ERZ806360,ERS1871374
MGYA00583297,ERZ1748947,ERS1568995
MGYA00585633,ERZ2484078,SRS1616287
MGYA00248572,ERZ508617,SRS1593760
MGYA00367733,ERZ842116,ERS491836
MGYA00151568,ERZ475150,ERS667660
MGYA00238063,ERZ584653,SRS1593806
MGYA00237878,ERZ529328,SRS1557875
MGYA00587052,ERZ2772494,ERS490346
MGYA00583223,ERZ1749260,ERS1972352
MGYA00510635,ERZ1756839,ERS1972344
MGYA00238105,ERZ650648,SRS1593877
MGYA00136655,ERZ475186,ERS667667
MGYA00583298,ERZ1748943,ERS1176156
MGYA00083517,ERZ333958,ERS1374536
MGYA00587107,ERZ2772596,ERS492843
MGYA00367553,ERZ833910,ERS490163
MGYA00587839,ERZ2944556,SRS565994
MGYA00581742,ERZ1740061,SRS1401933
MGYA00583207,ERZ1749086,ERS1568982
MGYA00345693,ERZ806377,ERS1871471
MGYA00589086,ERZ1761221,ERS1284777
MGYA00151587,ERZ475196,ERS667485
MGYA00248585,ERZ508614,SRS1593760
MGYA00238092,ERZ650639,SRS1593758
MGYA00593120,ERZ839331,ERS489315
MGYA00367680,ERZ841566,ERS492888
MGYA00592913,ERZ3421843,ERS1309264
MGYA00587792,ERZ2945135,SRS1776185
MGYA00136673,ERZ475132,ERS667580
MGYA00587012,ERZ2772630,ERS492748
MGYA00375703,ERZ795116,SRS2484922
MGYA00585831,ERZ2439179,SRS2329662
MGYA00575347,ERZ1645188,SRS4592471
MGYA00590673,ERZ3792518,ERS4023180
MGYA00151597,ERZ475177,ERS667640
MGYA00575349,ERZ1645186,SRS4570482
MGYA00510691,ERZ859087,ERS1176158
MGYA00587087,ERZ2772585,ERS493803
MGYA00248791,ERZ505132,SRS605298
MGYA00589553,ERZ2944891,SRS1776198
MGYA00594123,ERZ1756073,SRS1972149
MGYA00590373,ERZ3820734,SRS1424242
MGYA00510758,ERZ859346,ERS1568962
MGYA00592978,ERZ3421806,ERS1309397
MGYA00521254,ERZ807358,SRS976587
MGYA00582536,ERZ1741251,ERS667483
MGYA00520914,ERZ888341,ERS2026552
MGYA00367527,ERZ829845,ERS487936
MGYA00580138,ERZ1673777,SRS1338805
MGYA00590360,ERZ3820728,ERS2285885
MGYA00510783,ERZ1756900,ERS1568978
MGYA00510749,ERZ859425,ERS1972346
MGYA00590525,ERZ834050,ERS494170
MGYA00592976,ERZ3421648,ERS1308812
MGYA00510717,ERZ1756830,ERS1972312
MGYA00238079,ERZ650174,SRS155648
MGYA00593722,ERZ505234,SRS1589192
MGYA00248943,ERZ651143,SRS1593757
MGYA00004367,ERR700157,ERS627847
MGYA00582571,ERZ1741226,ERS667514
MGYA00249090,ERZ650333,SRS1593761
MGYA00520863,ERZ808327,SRS865030
MGYA00248519,ERZ534173,SRS1593764
MGYA00248946,ERZ651149,SRS1593757
MGYA00583283,ERZ1748999,ERS1569007
MGYA00593680,ERZ1292624,ERS4277067
MGYA00585847,ERZ2439511,SRS2329653
MGYA00583302,ERZ1749016,ERS1568977
MGYA00004383,ERR700173,ERS627842
MGYA00237637,ERZ505144,SRS857903
MGYA00585791,ERZ2438728,SRS2329678
MGYA00367585,ERZ839268,ERS490085
MGYA00510721,ERZ1756843,ERS1972372
MGYA00582559,ERZ1741238,ERS667548
MGYA00593758,ERZ508528,SRS1589484
MGYA00590485,ERZ842390,ERS493372
